[30-40),Work-class, 77516, 4, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 2174, 0, 40, United-States, 0
[10-20),Work-class, 155752, 8, 9, Never-married, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 30, United-States, 0
[20-30),Work-class, 111450, 9, 8, Never-married, Other-service, Unmarried, Black, Male, 0, 0, 38, United-States, 0
[20-30),Work-class, 528616, 14, 3, Never-married, Other-service, Other-relative, White, Male, 0, 0, 40, Mexico, 0
[10-20),Work-class, 228786, 11, 6, Never-married, Other-service, Own-child, White, Female, 0, 0, 24, United-States, 0
[60-70),Work-class, 80572, 4, 13, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 40, United-States, 1
[20-30),Work-class, 180271, 4, 13, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 65, United-States, 1
[50-60),Work-class, 237819, 4, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, 1
[20-30),Work-class, 157612, 4, 13, Never-married, Sales, Not-in-family, White, Female, 3325, 0, 45, United-States, 0
[60-70),Work-class, 379062, 7, 10, Widowed, Adm-clerical, Unmarried, White, Female, 0, 0, 12, United-States, 0
[10-20),Work-class, 191910, 11, 6, Never-married, Other-service, Own-child, White, Male, 0, 0, 25, United-States, 0
[40-50),Work-class, 326064, 7, 10, Divorced, Adm-clerical, Unmarried, Black, Female, 6497, 0, 35, United-States, 0
[10-20),Work-class, 312353, 9, 8, Never-married, Other-service, Own-child, Black, Male, 0, 0, 20, United-States, 0
[30-40),Work-class, 213307, 8, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, 0
[40-50),Work-class, 209057, 4, 13, Married-spouse-absent, Sales, Own-child, White, Male, 0, 0, 50, United-States, 1
[40-50),Work-class, 340148, 7, 10, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 45, United-States, 0
[60-70),Work-class, 154171, 2, 15, Married-civ-spouse, Prof-specialty, Husband, White, Male, 20051, 0, 60, United-States, 1
[20-30),Work-class, 94064, 5, 11, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 119098, 5, 11, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 0
[50-60),Work-class, 388496, 7, 10, Divorced, Craft-repair, Not-in-family, White, Male, 0, 0, 8, Puerto-Rico, 1
[40-50),Work-class, 181363, 3, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, 1
[30-40),Work-class, 206951, 4, 13, Married-civ-spouse, Sales, Husband, White, Male, 0, 1902, 45, United-States, 1
[20-30),Work-class, 485496, 8, 9, Never-married, Machine-op-inspct, Not-in-family, Black, Female, 0, 0, 40, United-States, 0
[40-50),Work-class, 210259, 7, 10, Divorced, Adm-clerical, Unmarried, Black, Female, 0, 0, 37, United-States, 0
[30-40),Work-class, 118551, 12, 5, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[60-70),Work-class, 180911, 10, 7, Married-civ-spouse, Protective-serv, Husband, White, Male, 4386, 0, 37, United-States, 1
[50-60),Work-class, 242517, 4, 13, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[60-70),Work-class, 298113, 7, 10, Divorced, Other-service, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 277783, 3, 14, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 99, United-States, 0
[40-50),Work-class, 155862, 8, 9, Divorced, Transport-moving, Not-in-family, White, Male, 0, 0, 65, United-States, 0
[50-60),Work-class, 171924, 7, 10, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 50, United-States, 0
[10-20),Work-class, 243900, 8, 9, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 15, United-States, 0
[20-30),Work-class, 231160, 7, 10, Never-married, Other-service, Own-child, White, Male, 0, 0, 25, United-States, 0
[30-40),Work-class, 356882, 8, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 5013, 0, 40, United-States, 0
[30-40),Work-class, 49020, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
[50-60),Work-class, 157749, 7, 10, Married-civ-spouse, Farming-fishing, Husband, White, Male, 0, 0, 60, United-States, 1
[30-40),Work-class, 131568, 13, 4, Divorced, Transport-moving, Unmarried, White, Male, 0, 0, 20, United-States, 0
[40-50),Work-class, 332355, 7, 10, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 204501, 3, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, 1
[50-60),Work-class, 305767, 8, 9, Married-civ-spouse, Other-service, Husband, Asian-Pac-Islander, Male, 0, 0, 40, China, 0
[30-40),Work-class, 129761, 8, 9, Never-married, Exec-managerial, Unmarried, White, Female, 0, 0, 40, United-States, 0
[40-50),Work-class, 130126, 4, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1977, 40, United-States, 1
[50-60),Work-class, 102828, 8, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 35, United-States, 1
[10-20),Work-class, 160984, 10, 7, Never-married, Other-service, Own-child, White, Female, 0, 0, 15, United-States, 0
[20-30),Work-class, 285897, 8, 9, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 1848, 45, United-States, 1
[30-40),Work-class, 356689, 4, 13, Never-married, Farming-fishing, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[50-60),Work-class, 192386, 3, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 5013, 0, 40, United-States, 0
[40-50),Work-class, 394860, 8, 9, Married-civ-spouse, Other-service, Husband, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 113129, 7, 10, Never-married, Other-service, Not-in-family, White, Male, 0, 0, 24, United-States, 0
[20-30),Work-class, 55929, 4, 13, Never-married, Other-service, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[40-50),Work-class, 177018, 3, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, 1
[30-40),Work-class, 161141, 7, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 1
[20-30),Work-class, 309463, 12, 5, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 165468, 8, 9, Married-civ-spouse, Exec-managerial, Husband, White, Male, 7688, 0, 55, United-States, 1
[20-30),Work-class, 49218, 8, 9, Divorced, Machine-op-inspct, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[70-80),Work-class, 119129, 8, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 2149, 20, United-States, 0
[50-60),Work-class, 162130, 14, 3, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 1887, 67, United-States, 1
[30-40),Work-class, 129573, 4, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 1741, 40, United-States, 0
[20-30),Work-class, 306850, 8, 9, Never-married, Transport-moving, Own-child, White, Male, 0, 0, 40, United-States, 0
[20-30),Work-class, 135296, 4, 13, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 2258, 45, United-States, 1
[40-50),Work-class, 187322, 8, 9, Divorced, Other-service, Unmarried, White, Male, 0, 0, 45, United-States, 0
[20-30),Work-class, 55674, 4, 13, Never-married, Protective-serv, Not-in-family, White, Female, 2907, 0, 40, United-States, 0
[20-30),Work-class, 148298, 8, 9, Never-married, Exec-managerial, Not-in-family, White, Female, 0, 0, 50, United-States, 0
[40-50),Work-class, 34845, 8, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States, 0
[20-30),Work-class, 200733, 8, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 55, United-States, 0
[40-50),Work-class, 191858, 8, 9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 45, United-States, 1
[30-40),Work-class, 425528, 8, 9, Never-married, Protective-serv, Own-child, White, Male, 0, 0, 70, United-States, 0
[30-40),Work-class, 44780, 7, 10, Married-civ-spouse, Adm-clerical, Wife, White, Female, 7688, 0, 20, United-States, 1
[30-40),Work-class, 125856, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 100508, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 1
[20-30),Work-class, 148294, 8, 9, Never-married, Farming-fishing, Own-child, White, Male, 0, 0, 20, United-States, 0
[40-50),Work-class, 39324, 8, 9, Married-civ-spouse, Sales, Husband, White, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 147397, 8, 9, Married-civ-spouse, Adm-clerical, Husband, White, Male, 0, 0, 36, United-States, 0
[40-50),Work-class, 24728, 8, 9, Never-married, Craft-repair, Not-in-family, White, Female, 0, 0, 48, United-States, 0
[30-40),Work-class, 177616, 14, 3, Separated, Machine-op-inspct, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[50-60),Work-class, 163826, 8, 9, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[20-30),Work-class, 199947, 8, 9, Married-civ-spouse, Adm-clerical, Wife, White, Female, 0, 0, 40, United-States, 0
[20-30),Work-class, 386949, 8, 9, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 25, United-States, 0
[30-40),Work-class, 116133, 8, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 57, United-States, 0
[50-60),Work-class, 196307, 4, 13, Never-married, Prof-specialty, Not-in-family, White, Male, 0, 0, 20, United-States, 0
[30-40),Work-class, 177181, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
[20-30),Work-class, 324854, 4, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, 1
[20-30),Work-class, 188505, 4, 13, Never-married, Other-service, Own-child, White, Female, 0, 0, 25, United-States, 0
[20-30),Work-class, 502316, 4, 13, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[40-50),Work-class, 26892, 4, 13, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[50-60),Work-class, 102058, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, 1
[30-40),Work-class, 167728, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 1
[60-70),Work-class, 233681, 6, 12, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 35, United-States, 0
[60-70),Work-class, 26756, 8, 9, Widowed, Sales, Not-in-family, White, Female, 0, 0, 50, United-States, 0
[50-60),Work-class, 101890, 8, 9, Widowed, Sales, Unmarried, White, Female, 0, 0, 40, United-States, 0
[30-40),Work-class, 192337, 3, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, England, 1
[40-50),Work-class, 340982, 7, 10, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Male, 3103, 0, 40, Philippines, 1
[40-50),Work-class, 102308, 4, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 42, United-States, 1
[10-20),Work-class, 84747, 8, 9, Never-married, Sales, Own-child, White, Female, 0, 0, 24, United-States, 0
[20-30),Work-class, 197752, 7, 10, Never-married, Craft-repair, Unmarried, White, Male, 0, 0, 40, United-States, 0
[60-70),Work-class, 185336, 8, 9, Widowed, Sales, Other-relative, White, Female, 0, 0, 35, United-States, 0
[50-60),Work-class, 125417, 3, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 42, United-States, 1
[10-20),Work-class, 278480, 7, 10, Never-married, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 146412, 7, 10, Divorced, Adm-clerical, Unmarried, White, Female, 0, 0, 40, United-States, 0
[30-40),Work-class, 193042, 8, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 60, United-States, 1
[40-50),Work-class, 53956, 4, 13, Divorced, Sales, Not-in-family, White, Male, 0, 1980, 56, United-States, 0
[90-100),Work-class, 175491, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 9386, 0, 50, Ecuador, 1
[30-40),Work-class, 144154, 8, 9, Divorced, Exec-managerial, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[30-40),Work-class, 194901, 2, 15, Divorced, Sales, Own-child, White, Male, 0, 0, 55, United-States, 0
[30-40),Work-class, 335777, 7, 10, Divorced, Exec-managerial, Not-in-family, White, Male, 0, 0, 40, Mexico, 0
[40-50),Work-class, 139268, 3, 14, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, 1
[30-40),Work-class, 33887, 8, 9, Never-married, Machine-op-inspct, Other-relative, White, Male, 0, 0, 40, United-States, 0
[20-30),Work-class, 283613, 4, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 141245, 4, 13, Married-civ-spouse, Other-service, Wife, White, Female, 0, 0, 40, Puerto-Rico, 0
[40-50),Work-class, 298130, 13, 4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, 0
[10-20),Work-class, 186096, 8, 9, Never-married, Other-service, Own-child, Black, Male, 0, 0, 30, United-States, 0
[70-80),Work-class, 187656, 7, 10, Widowed, Priv-house-serv, Not-in-family, White, Female, 0, 0, 20, United-States, 0
[40-50),Work-class, 102308, 8, 9, Married-civ-spouse, Handlers-cleaners, Husband, White, Male, 0, 0, 56, United-States, 1
[40-50),Work-class, 124639, 7, 10, Separated, Craft-repair, Not-in-family, Black, Male, 0, 0, 40, United-States, 0
[20-30),Work-class, 388112, 15, 2, Never-married, Farming-fishing, Unmarried, White, Male, 0, 0, 77, Mexico, 0
[20-30),Work-class, 109952, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
[20-30),Work-class, 164529, 9, 8, Never-married, Farming-fishing, Own-child, Black, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 247750, 8, 9, Married-civ-spouse, Transport-moving, Husband, Black, Male, 0, 0, 45, United-States, 0
[20-30),Work-class, 103588, 7, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 25, United-States, 0
[30-40),Work-class, 248919, 8, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 2051, 40, United-States, 0
[20-30),Work-class, 178551, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 136137, 7, 10, Married-civ-spouse, Exec-managerial, Other-relative, White, Male, 0, 0, 50, United-States, 1
[40-50),Work-class, 55377, 4, 13, Never-married, Adm-clerical, Unmarried, Black, Male, 0, 0, 40, United-States, 1
[30-40),Work-class, 177728, 3, 14, Divorced, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[40-50),Work-class, 243580, 4, 13, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 48, United-States, 0
[30-40),Work-class, 63910, 8, 9, Divorced, Adm-clerical, Own-child, Asian-Pac-Islander, Female, 0, 0, 40, United-States, 0
[20-30),Work-class, 219535, 8, 9, Never-married, Exec-managerial, Own-child, White, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 180609, 8, 9, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 0, 40, United-States, 0
[70-80),Work-class, 170428, 4, 13, Widowed, Prof-specialty, Unmarried, White, Female, 0, 0, 20, Puerto-Rico, 0
[50-60),Work-class, 102615, 3, 14, Married-civ-spouse, Protective-serv, Husband, White, Male, 0, 1977, 40, United-States, 1
[60-70),Work-class, 193132, 12, 5, Separated, Other-service, Not-in-family, Black, Female, 0, 0, 30, United-States, 0
[50-60),Work-class, 124137, 7, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 136629, 7, 10, Married-civ-spouse, Machine-op-inspct, Husband, White, Male, 0, 0, 40, United-States, 1
[40-50),Work-class, 148995, 4, 13, Divorced, Sales, Not-in-family, White, Male, 0, 0, 60, United-States, 1
[50-60),Work-class, 63424, 3, 14, Married-civ-spouse, Prof-specialty, Wife, White, Female, 0, 0, 40, United-States, 1
[40-50),Work-class, 241895, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 50, United-States, 1
[20-30),Work-class, 266973, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, 0
[30-40),Work-class, 188048, 4, 13, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 40, United-States, 0
[20-30),Work-class, 366929, 7, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 0, 35, United-States, 0
[30-40),Work-class, 214129, 7, 10, Divorced, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[10-20),Work-class, 250818, 7, 10, Never-married, Adm-clerical, Not-in-family, White, Male, 0, 0, 40, United-States, 0
[30-40),Work-class, 240979, 7, 10, Married-civ-spouse, Craft-repair, Husband, White, Male, 0, 0, 60, United-States, 1
[30-40),Work-class, 98283, 2, 15, Never-married, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male, 0, 0, 40, India, 1
[20-30),Work-class, 104746, 8, 9, Married-civ-spouse, Craft-repair, Husband, White, Male, 5013, 0, 60, United-States, 0
[30-40),Work-class, 103710, 8, 9, Never-married, Sales, Unmarried, White, Female, 0, 0, 60, United-States, 0
[20-30),Work-class, 159580, 4, 13, Never-married, Other-service, Own-child, Black, Female, 0, 0, 75, United-States, 0
[40-50),Work-class, 117409, 7, 10, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 40, United-States, 1
[20-30),Work-class, 140001, 7, 10, Never-married, Adm-clerical, Own-child, White, Male, 0, 0, 40, United-States, 0
[40-50),Work-class, 31650, 4, 13, Married-civ-spouse, Prof-specialty, Other-relative, White, Female, 0, 0, 45, United-States, 0
[30-40),Work-class, 80771, 3, 14, Never-married, Prof-specialty, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[30-40),Work-class, 66278, 8, 9, Never-married, Adm-clerical, Not-in-family, White, Female, 0, 0, 40, United-States, 0
[20-30),Work-class, 107801, 7, 10, Never-married, Adm-clerical, Own-child, White, Female, 0, 1617, 25, United-States, 0
[30-40),Work-class, 206609, 4, 13, Married-civ-spouse, Exec-managerial, Husband, White, Male, 0, 0, 45, United-States, 0
[30-40),Work-class, 282461, 8, 9, Married-civ-spouse, Transport-moving, Husband, White, Male, 0, 0, 50, United-States, 0
[30-40),Work-class, 188246, 3, 14, Married-civ-spouse, Prof-specialty, Husband, White, Male, 0, 0, 50, United-States, 0
[20-30),Work-class, 279763, 10, 7, Never-married, Craft-repair, Not-in-family, Black, Male, 0, 0, 25, United-States, 0
